_id,APPLICATION_TYPE,APPLICATION#,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,DATE_SUBMITTED,STATUS,X,Y,DESCRIPTION,REFERENCE_FILE#,FOLDERRSN,WARD_NUMBER,WARD_NAME,COMMUNITY_MEETING_DATE,COMMUNITY_MEETING_TIME,COMMUNITY_MEETING_LOCATION,APPLICATION_URL,CONTACT_NAME,CONTACT_PHONE,CONTACT_EMAIL,PARENT_FOLDER_NUMBER
9509,CD,18 158160 STE 20 CD,25,BATHURST,ST, ,M5V,2018-05-14T00:00:00,Closed,312757.363,4833236.505,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9510,CD,18 158160 STE 20 CD,27,BATHURST,ST, ,M5V,2018-05-14T00:00:00,Closed,312754.239,4833279.773,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9511,CD,18 158160 STE 20 CD,49,NIAGARA,ST, ,M5V,2018-05-14T00:00:00,Closed,312732.317,4833321.843,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9512,CD,18 158160 STE 20 CD,33-45,NIAGARA,ST, ,M5V,2018-05-14T00:00:00,Closed,312801.796,4833340.273,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9513,CD,18 158160 STE 20 CD,580,FRONT,ST,W,M5V,2018-05-14T00:00:00,Closed,312782.611,4833247.031,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9514,CD,18 158181 STE 20 CD,578,FRONT,ST,W,M5V,2018-05-14T00:00:00,Closed,312799.685,4833298.923,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9515,CD,18 158181 STE 20 CD,25,BATHURST,ST, ,M5V,2018-05-14T00:00:00,Closed,312757.363,4833236.505,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9516,CD,18 158181 STE 20 CD,27,BATHURST,ST, ,M5V,2018-05-14T00:00:00,Closed,312754.239,4833279.773,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9517,CD,18 158181 STE 20 CD,49,NIAGARA,ST, ,M5V,2018-05-14T00:00:00,Closed,312732.317,4833321.843,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9518,CD,18 158181 STE 20 CD,33-45,NIAGARA,ST, ,M5V,2018-05-14T00:00:00,Closed,312801.796,4833340.273,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9519,CD,18 158181 STE 20 CD,580,FRONT,ST,W,M5V,2018-05-14T00:00:00,Closed,312782.611,4833247.031,Draft Plan of Condominium for newly-constructed mixed use building (Tower 2): 323 dwelling units,,4371296,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=%2BRRWUDllcr9CejEMaUgDzw%3D%3D,,,,11 230641 STE 20 OZ
9520,CD,18 158160 STE 20 CD,576,FRONT,ST,W,   ,2018-05-14T00:00:00,Closed,312792.139,4833248.801,Draft Plan of Condominium for newly-constructed mixed use building (Tower 1): 367 dwelling units,,4371271,10,Spadina-Fort York,,,,http://app.toronto.ca/AIC/index.do?folderRsn=iulrO%2BoFtr%2BKrbUy84JE1A%3D%3D,,,,11 230641 STE 20 OZ
9521,OZ,17 257307 WET 05 OZ,1197,THE QUEENSWAY, , ,M8Z,2017-11-02T00:00:00,Closed,302962.902,4831073.657,"To construct a 10-storey mixed-use building (including a mezzanine level) with commercial at grade. The development would have a gross floor area of 9912 m², of which 230 m² would be non-residential gross floor area. The P4 level of the proposal has been reduced to reflect revised parking ratios which result in 121 spaces reduced from the previously proposed 141 parking spaces.  The above grade portion of the building has remained the same.The Zoning By-law Amendment Application was approved at LPAT (Case No. PL180191) in part pending the finalization of the draft zoning by-laws and other Divisional Conditions as per Attachment 2 of LPAT Decision on June 4, 2020. ",,4274825,03,Etobicoke-Lakeshore,2018-05-03T00:00:00,6:30pm,The Royal Canadian Legion,http://app.toronto.ca/AIC/index.do?folderRsn=IqlI%2BNzUuFcFaZRESOoxlw%3D%3D,,,,
9522,CD,17 219094 STE 28 CD,54,COLBORNE,ST, ,   ,2017-08-18T00:00:00,Closed,314882.003,4834158.67,Draft Plan of Standard Condominium to permit a 25-storey mixed-use building with retail at grade and 254 residential units above.  A total of 169 vehicular parking spaces are proposed.,,4229867,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=4229867,,,,12 130075 STE 28 OZ
9523,CD,17 219094 STE 28 CD,56,COLBORNE,ST, ,   ,2017-08-18T00:00:00,Closed,314889.876,4834153.506,Draft Plan of Standard Condominium to permit a 25-storey mixed-use building with retail at grade and 254 residential units above.  A total of 169 vehicular parking spaces are proposed.,,4229867,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=4229867,,,,12 130075 STE 28 OZ
9524,CD,18 160975 STE 27 CD,46,WELLESLEY,ST,E,   ,2018-05-17T00:00:00,Closed,314251.92,4835974.903,"Draft Plan of Phased Condominium related to a 37-storey mixed-use building containing 377 dwelling units, two grade-related commercial units, and four levels of below grade parking totaling 163 spaces. The first phase will consist of: two commercial units, 377 residential dwelling units within a 37-storey tower, and four levels of below-grade parking. The second phase will consist of 10 townhouse style residential dwelling units within the northern block of the development facing Dundonald Street.",,4374555,13,Toronto Centre,,,,http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4374555&isCofASearch=false,,,,14 159828 STE 27 OZ
9525,SA,17 260753 STE 28 SA,65,KING,ST,E,   ,2017-11-10T00:00:00,Closed,314829.237,4834177.49,"Site Plan Control application for a proposed 18-storey office development with retail uses at-grade, with a total gross floor area of 37,985.76 square metres, which will have frontage on both King Street East and Colborne Street.  The proposal includes a new 6 metre wide private lane that will connect to the existing private lane located to the east of the Site. A total of 199 parking spaces will be provided on the Site below grade, and a total of 168 bicycle parking spaces will be provided.",,4278846,13,Toronto Centre,,,,http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4278846&isCofASearch=false,,,,15 258720 STE 28 OZ
9526,SA,18 149815 STE 28 SA,7,HOWARD,ST, ,M4X,2018-04-27T00:00:00,NOAC Issued,314791.485,4836586.638,"Site Plan Control application for a 51-storey mixed use building with a GFA of 35,000 sq. m with 499 sq. m of retail space and 511 residential units, and the total number of rental units on the Block is 2057 units, of which 24 are rental replacement units (and therefore not market). The overall FSI is 7.38. ",,4361534,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=4kBaIi10dkQIwxKD6%2BFz4Q%3D%3D,"Smith, Danielle",416-392-4982,Danielle.Smith@toronto.ca,15 206976 STE 28 OZ
9527,SA,18 149815 STE 28 SA,545-565,SHERBOURNE,ST, ,M4X,2018-04-27T00:00:00,NOAC Issued,314852.894,4836374.419,"Site Plan Control application for a 51-storey mixed use building with a GFA of 35,000 sq. m with 499 sq. m of retail space and 511 residential units, and the total number of rental units on the Block is 2057 units, of which 24 are rental replacement units (and therefore not market). The overall FSI is 7.38. ",,4361534,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=4kBaIi10dkQIwxKD6%2BFz4Q%3D%3D,"Smith, Danielle",416-392-4982,Danielle.Smith@toronto.ca,15 206976 STE 28 OZ
9528,SA,18 149949 STE 27 SA,121,AVENUE,RD, ,   ,2018-04-27T00:00:00,NOAC Issued,313190.505,4836849.783,Site Plan Control application to permit an 8-storey mixed use building containing 16 dwelling units and 200 square metres of non-residential gross floor area.,,4361689,11,University-Rosedale,,,,http://app.toronto.ca/AIC/index.do?folderRsn=X9iL64%2Bim7SgzCVUcfOe6A%3D%3D,"Pereira, Chris",416-338-7418,Chris.Pereira@toronto.ca,
9529,SA,18 150004 STE 22 SA,55,EGLINTON,AVE,E,M4P,2018-04-27T00:00:00,Under Review ,313159.554,4840556.158,"INACTIVE Site Plan applciation for a total of 40,886.39 square metres of gross floor area (GFA) over 50 storeys. This GFA includes 253.58 square metres of at-grade retail fronting Eglinton Avenue East, and 6,409.82 square metres of office space to be located on Floors 2-6. A total of 461 residential units are proposed on Floors 9-50.",,4361754,12,Toronto-St. Paul's,,,,http://app.toronto.ca/AIC/index.do?folderRsn=m0dzSmMmemFz%2BY1HfEf%2BKw%3D%3D,"Miller, Patrick",416-338-3002,Patrick.Miller@toronto.ca,14 268618 STE 22 OZ
9530,SA,18 150053 STE 27 SA,55,CHARLES,ST,E,M4Y,2018-04-27T00:00:00,Closed,314176.813,4836334.156,"Site Plan approval application for a 48-storey residential building consisting of a 7-storey podium base building (24.75 metres) and a 41-storey tower element above. The building will be 160.5 metres tall, including the mechanical penthouse, and has a total gross floor area of 46135  square metres. A total of 545 condominium units and 100 rental replacement units are proposed in the building. A total of 156 parking spaces and 666 bicycle parking spaces are proposed. Associated Zoning By-law Amendment application: 18 144553 STE 27 OZ",,4361815,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=vMPH9%2FIgmcrjrcYSKkHK6A%3D%3D,,,,18 144553 STE 27 OZ
9531,SA,18 150053 STE 27 SA,61,CHARLES,ST,E,M4Y,2018-04-27T00:00:00,Closed,314200.514,4836337.065,"Site Plan approval application for a 48-storey residential building consisting of a 7-storey podium base building (24.75 metres) and a 41-storey tower element above. The building will be 160.5 metres tall, including the mechanical penthouse, and has a total gross floor area of 46135  square metres. A total of 545 condominium units and 100 rental replacement units are proposed in the building. A total of 156 parking spaces and 666 bicycle parking spaces are proposed. Associated Zoning By-law Amendment application: 18 144553 STE 27 OZ",,4361815,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=vMPH9%2FIgmcrjrcYSKkHK6A%3D%3D,,,,18 144553 STE 27 OZ
9532,SA,18 124053 STE 28 SA,95,BERKELEY,ST, ,M5A,2018-03-02T00:00:00,Closed,315692.175,4834645.687,"Application to Amend Site Plan Approval No. 15-156917 STE 28 SA to allow for three additional storeys from 21 to 24 storeys, resulting in an overall height of 74.90 metres. ",,4331045,13,Toronto Centre,,,,http://app.toronto.ca/AIC/index.do?folderRsn=7eV5txVNuLBziQYzSKahZw%3D%3D,,,,14 148284 STE 28 OZ
9533,SA,16 170396 WET 05 SA,5239-5243,DUNDAS,ST,W,M9B,2016-06-08T00:00:00,Closed,301766.63,4832978.813,Proposed mixed-use development consisting of a 40-storey mixed use building (3 storey commercial podium and 37 storey residential tower) .Three 2-storey (vacant) commercial buildings are to be demolished.,,3967893,03,Etobicoke-Lakeshore,,,,http://app.toronto.ca/AIC/index.do?folderRsn=3UfzwnUAyY9y858wd2EWbw%3D%3D,,,,13 280673 WET 05 OZ
9534,SA,16 170396 WET 05 SA,5247-5249,DUNDAS,ST,W,M9B,2016-06-08T00:00:00,Closed,301752.148,4832954.911,Proposed mixed-use development consisting of a 40-storey mixed use building (3 storey commercial podium and 37 storey residential tower) .Three 2-storey (vacant) commercial buildings are to be demolished.,,3967893,03,Etobicoke-Lakeshore,,,,http://app.toronto.ca/AIC/index.do?folderRsn=3UfzwnUAyY9y858wd2EWbw%3D%3D,,,,13 280673 WET 05 OZ
9535,OZ,18 161814 STE 20 OZ,644,SPADINA,AVE, ,M5S,2018-05-18T00:00:00,Closed,312655.784,4835658.593, Official Plan Amendment application to redesignate a portion of the site from Neighbourhoods to Mixed-Use Areas for the property at 630-646 Spadina Avenue and 67 Harbord Street. The Official Plan Amendment would also designate the lands at 630 Spadina Avenue as Mixed Use Area 3 - Main Street in the Downtown Secondary Plan. ,,4375533,11,University-Rosedale,2025-10-15T00:00:00,6:00pm,Teams Webinar,http://app.toronto.ca/AIC/index.do?folderRsn=lKtr2bQE%2FoRfuaj7eGE4Bg%3D%3D,,,,
9536,OZ,18 161814 STE 20 OZ,646,SPADINA,AVE, ,M5S,2018-05-18T00:00:00,Closed,312655.959,4835664.923, Official Plan Amendment application to redesignate a portion of the site from Neighbourhoods to Mixed-Use Areas for the property at 630-646 Spadina Avenue and 67 Harbord Street. The Official Plan Amendment would also designate the lands at 630 Spadina Avenue as Mixed Use Area 3 - Main Street in the Downtown Secondary Plan. ,,4375533,11,University-Rosedale,2025-10-15T00:00:00,6:00pm,Teams Webinar,http://app.toronto.ca/AIC/index.do?folderRsn=lKtr2bQE%2FoRfuaj7eGE4Bg%3D%3D,,,,
9537,OZ,17 277715 STE 28 OZ,30,WELLINGTON,ST,W,   ,2017-12-20T00:00:00,Closed,314519.018,4833967.085,"Revised Zoning By-law Amendment to permit the construction of a 65-storey office-retail building with a height of 300 metres, and a 3-storey pavilion with a gross floor area of 169,781 sq.m. on the existing Commerce Court site. The existing Commerce Court South building is proposed to be demolished, and the Commerce Court East building is proposed to the altered. The Hotel Victoria building forms part of the application and is also proposed to be altered.",,4298900,13,Toronto Centre,2018-03-05T00:00:00,7:00pm,Commerce Court East - Concourse Lounge,http://app.toronto.ca/AIC/index.do?folderRsn=DgUExSDNYNKuimwPCvW4wg%3D%3D,,,,
9538,SA,17 278716 WET 17 SA,22,GEARY,AVE, ,M6H,2017-12-22T00:00:00,Closed,310343.86,4836611.548,Site Plan Control application for a new four-storey office building with retail/restaurant at grade. ,,4300387,09,Davenport,,,,http://app.toronto.ca/AIC/index.do?folderRsn=U7G5XzfTcMYA2U0jo2yALw%3D%3D,,,,
9539,SA,17 278837 WET 05 SA,66,JUTLAND,RD, ,M8Z,2017-12-22T00:00:00,Closed,302950.682,4831841.314,"The proposed development consists of 50 industrial units with a total gross floor area of 11,636 square metres.",,4300562,03,Etobicoke-Lakeshore,,,,http://app.toronto.ca/AIC/index.do?folderRsn=Xr1CEuUbBik6rQaiaSmftw%3D%3D,,,,
9540,OZ,17 278888 WET 12 OZ,15,MARTHA EATON,WAY, ,M6M,2017-12-22T00:00:00,Closed,305714.067,4839400.786,"Proposed infill development of an 11-storey (38.4 m in height, including mechanical penthouse) residential infill building containing 155 rental dwelling units while retaining the existing 23-storey apartment building containing 364 rental dwelling units. The proposed building would have a total gross floor area of 13,385 square metres, and when combined with the existing building's total gross floor area of 39,284 square metres, would result in an overall density of 3.46 times the area of the combined lots (52,669 square metres). The proposed building would be located adjacent to Trethewey Drive, in an area that currently contains passive outdoor space, an outdoor pool and a small playground.",,4300620,05,York South-Weston,,,,http://app.toronto.ca/AIC/index.do?folderRsn=9Py3i1zXjvIZVk9HpLghJQ%3D%3D,,,,
9541,OZ,17 278899 WET 11 OZ,1695,WESTON,RD, ,M9N,2017-12-22T00:00:00,Closed,304032.636,4839514.021,The redevelopment of the subject site with a 24-storey mixed-use building containing 254 residential  units and 466 square metres of retail space at grade.,,4300634,05,York South-Weston,2018-04-30T00:00:00,7:00pm,York West Active Living Centre,http://app.toronto.ca/AIC/index.do?folderRsn=xK2zpc66wFKL8yqvrA37iA%3D%3D,,,,
9542,SA,15 248458 STE 27 SA,2,DUNDONALD,ST, ,M4Y,2015-11-06T00:00:00,Closed,314084.748,4836015.506,"A Site Plan Control application to develop a 44-storey building, containing 528 residential units and 3,242 square metres of retail/commercial space. Zoning By-law Amendment File No. 12 235622 STE 27 OZ. In April 2013, the owner filed an appeal to the Ontario Municipal Board (PL130332). Zoning By-law Amendment was approved by OMB in Spring 2016, enacted  in June 2016. By-law 2016-0778.",,3855229,13,Toronto Centre,,,,http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3855229&isCofASearch=false,,,,12 235622 STE 27 OZ
